[seq_id=1] agent_inference: LNA=1, Filter=0, Mixer=-1.589dBm, IFAmp=4.501dB, EVM=99.978%, Status=0
[seq_id=211] agent_inference: LNA=1, Filter=0, Mixer=-1.540dBm, IFAmp=2.185dB, EVM=99.928%, Status=0
[seq_id=212] agent_inference: LNA=1, Filter=0, Mixer=-1.287dBm, IFAmp=2.447dB, EVM=99.885%, Status=0
[seq_id=213] agent_inference: LNA=1, Filter=0, Mixer=-1.241dBm, IFAmp=2.365dB, EVM=99.855%, Status=0
[seq_id=214] agent_inference: LNA=1, Filter=0, Mixer=-0.812dBm, IFAmp=2.543dB, EVM=99.771%, Status=0
[seq_id=215] agent_inference: LNA=1, Filter=0, Mixer=-0.830dBm, IFAmp=2.499dB, EVM=99.710%, Status=0
[seq_id=216] agent_inference: LNA=1, Filter=0, Mixer=-0.345dBm, IFAmp=2.706dB, EVM=99.540%, Status=0
[seq_id=217] agent_inference: LNA=1, Filter=0, Mixer=-0.005dBm, IFAmp=2.633dB, EVM=99.424%, Status=0
[seq_id=218] agent_inference: LNA=1, Filter=0, Mixer=0.450dBm, IFAmp=3.092dB, EVM=99.082%, Status=0
[seq_id=219] agent_inference: LNA=1, Filter=0, Mixer=0.844dBm, IFAmp=2.995dB, EVM=98.859%, Status=0
[seq_id=220] agent_inference: LNA=1, Filter=0, Mixer=1.108dBm, IFAmp=3.188dB, EVM=98.187%, Status=0
[seq_id=221] agent_inference: LNA=1, Filter=0, Mixer=-2.183dBm, IFAmp=10.932dB, EVM=99.774%, Status=0
[seq_id=222] agent_inference: LNA=1, Filter=0, Mixer=-2.081dBm, IFAmp=11.440dB, EVM=99.640%, Status=0
[seq_id=223] agent_inference: LNA=1, Filter=0, Mixer=-1.996dBm, IFAmp=11.317dB, EVM=99.546%, Status=0
[seq_id=224] agent_inference: LNA=1, Filter=0, Mixer=-1.160dBm, IFAmp=11.079dB, EVM=99.284%, Status=0
[seq_id=225] agent_inference: LNA=1, Filter=0, Mixer=-0.926dBm, IFAmp=10.831dB, EVM=99.101%, Status=0
[seq_id=226] agent_inference: LNA=1, Filter=0, Mixer=0.968dBm, IFAmp=9.924dB, EVM=98.576%, Status=0
[seq_id=227] agent_inference: LNA=1, Filter=0, Mixer=1.455dBm, IFAmp=9.418dB, EVM=98.199%, Status=0
[seq_id=228] agent_inference: LNA=1, Filter=0, Mixer=4.343dBm, IFAmp=8.050dB, EVM=97.141%, Status=0
[seq_id=229] agent_inference: LNA=1, Filter=0, Mixer=4.650dBm, IFAmp=7.670dB, EVM=96.406%, Status=0
[seq_id=230] agent_inference: LNA=1, Filter=0, Mixer=5.814dBm, IFAmp=7.462dB, EVM=94.311%, Status=0
[seq_id=231] agent_inference: LNA=1, Filter=0, Mixer=5.947dBm, IFAmp=7.146dB, EVM=92.817%, Status=0
[seq_id=232] agent_inference: LNA=1, Filter=0, Mixer=-2.110dBm, IFAmp=6.574dB, EVM=99.103%, Status=0
[seq_id=233] agent_inference: LNA=1, Filter=0, Mixer=-2.959dBm, IFAmp=7.022dB, EVM=98.575%, Status=0
[seq_id=234] agent_inference: LNA=1, Filter=0, Mixer=-3.133dBm, IFAmp=6.835dB, EVM=98.204%, Status=0
[seq_id=235] agent_inference: LNA=1, Filter=0, Mixer=-3.588dBm, IFAmp=7.458dB, EVM=97.155%, Status=0
[seq_id=236] agent_inference: LNA=1, Filter=0, Mixer=-3.579dBm, IFAmp=7.304dB, EVM=96.440%, Status=0
[seq_id=237] agent_inference: LNA=1, Filter=0, Mixer=-3.552dBm, IFAmp=7.495dB, EVM=94.311%, Status=0
[seq_id=238] agent_inference: LNA=1, Filter=0, Mixer=-3.449dBm, IFAmp=7.116dB, EVM=92.855%, Status=0
[seq_id=239] agent_inference: LNA=1, Filter=0, Mixer=-2.566dBm, IFAmp=6.616dB, EVM=88.665%, Status=0
[seq_id=240] agent_inference: LNA=1, Filter=0, Mixer=-2.120dBm, IFAmp=5.749dB, EVM=85.687%, Status=0
[seq_id=241] agent_inference: LNA=1, Filter=0, Mixer=-1.547dBm, IFAmp=6.351dB, EVM=99.932%, Status=0
[seq_id=242] agent_inference: LNA=1, Filter=0, Mixer=-1.636dBm, IFAmp=6.369dB, EVM=99.913%, Status=0
[seq_id=243] agent_inference: LNA=1, Filter=0, Mixer=-1.994dBm, IFAmp=7.203dB, EVM=99.864%, Status=0
[seq_id=244] agent_inference: LNA=1, Filter=0, Mixer=-2.050dBm, IFAmp=7.264dB, EVM=99.828%, Status=0
[seq_id=245] agent_inference: LNA=1, Filter=0, Mixer=-2.328dBm, IFAmp=8.132dB, EVM=99.727%, Status=0
[seq_id=246] agent_inference: LNA=1, Filter=0, Mixer=-2.372dBm, IFAmp=8.027dB, EVM=99.658%, Status=0
[seq_id=247] agent_inference: LNA=1, Filter=0, Mixer=-2.591dBm, IFAmp=8.830dB, EVM=99.443%, Status=0
[seq_id=248] agent_inference: LNA=1, Filter=0, Mixer=-2.786dBm, IFAmp=8.835dB, EVM=99.320%, Status=0
[seq_id=249] agent_inference: LNA=1, Filter=0, Mixer=-3.108dBm, IFAmp=9.371dB, EVM=98.911%, Status=0
[seq_id=250] agent_inference: LNA=1, Filter=0, Mixer=-3.263dBm, IFAmp=9.304dB, EVM=98.659%, Status=0
[seq_id=251] agent_inference: LNA=1, Filter=0, Mixer=-3.089dBm, IFAmp=9.696dB, EVM=97.870%, Status=0
[seq_id=252] agent_inference: LNA=1, Filter=0, Mixer=-3.118dBm, IFAmp=9.569dB, EVM=97.243%, Status=0
[seq_id=253] agent_inference: LNA=1, Filter=0, Mixer=-1.313dBm, IFAmp=4.136dB, EVM=99.659%, Status=0
[seq_id=254] agent_inference: LNA=1, Filter=0, Mixer=-1.250dBm, IFAmp=4.485dB, EVM=99.473%, Status=0
[seq_id=255] agent_inference: LNA=1, Filter=0, Mixer=-1.064dBm, IFAmp=4.402dB, EVM=99.322%, Status=0
[seq_id=256] agent_inference: LNA=1, Filter=0, Mixer=-1.003dBm, IFAmp=4.617dB, EVM=98.924%, Status=0
[seq_id=257] agent_inference: LNA=1, Filter=0, Mixer=-0.771dBm, IFAmp=4.441dB, EVM=98.619%, Status=0
[seq_id=258] agent_inference: LNA=1, Filter=0, Mixer=-1.486dBm, IFAmp=4.567dB, EVM=97.801%, Status=0
[seq_id=259] agent_inference: LNA=1, Filter=0, Mixer=-1.515dBm, IFAmp=4.443dB, EVM=97.241%, Status=0
[seq_id=260] agent_inference: LNA=1, Filter=0, Mixer=-2.337dBm, IFAmp=4.413dB, EVM=95.720%, Status=0
[seq_id=261] agent_inference: LNA=1, Filter=0, Mixer=0.180dBm, IFAmp=10.944dB, EVM=99.455%, Status=0
[seq_id=262] agent_inference: LNA=1, Filter=0, Mixer=3.065dBm, IFAmp=10.084dB, EVM=99.128%, Status=0
[seq_id=263] agent_inference: LNA=1, Filter=0, Mixer=3.746dBm, IFAmp=9.629dB, EVM=98.903%, Status=0
[seq_id=264] agent_inference: LNA=1, Filter=0, Mixer=4.911dBm, IFAmp=9.395dB, EVM=98.255%, Status=0
[seq_id=265] agent_inference: LNA=1, Filter=0, Mixer=5.117dBm, IFAmp=9.160dB, EVM=97.798%, Status=0
[seq_id=266] agent_inference: LNA=1, Filter=0, Mixer=4.813dBm, IFAmp=10.014dB, EVM=96.539%, Status=0
[seq_id=267] agent_inference: LNA=1, Filter=0, Mixer=4.826dBm, IFAmp=9.981dB, EVM=95.631%, Status=0
[seq_id=268] agent_inference: LNA=1, Filter=0, Mixer=4.115dBm, IFAmp=11.362dB, EVM=93.115%, Status=0
[seq_id=269] agent_inference: LNA=1, Filter=0, Mixer=4.551dBm, IFAmp=11.296dB, EVM=91.320%, Status=0
[seq_id=270] agent_inference: LNA=1, Filter=0, Mixer=4.821dBm, IFAmp=13.820dB, EVM=86.160%, Status=0
[seq_id=271] agent_inference: LNA=1, Filter=0, Mixer=-1.620dBm, IFAmp=5.765dB, EVM=99.446%, Status=0
[seq_id=272] agent_inference: LNA=1, Filter=0, Mixer=-1.875dBm, IFAmp=6.243dB, EVM=99.126%, Status=0
[seq_id=273] agent_inference: LNA=1, Filter=0, Mixer=-2.139dBm, IFAmp=6.159dB, EVM=98.897%, Status=0
[seq_id=274] agent_inference: LNA=1, Filter=0, Mixer=-1.186dBm, IFAmp=1.670dB, EVM=99.862%, Status=0
[seq_id=275] agent_inference: LNA=1, Filter=0, Mixer=-0.941dBm, IFAmp=2.001dB, EVM=99.781%, Status=0
[seq_id=276] agent_inference: LNA=1, Filter=0, Mixer=-0.642dBm, IFAmp=1.921dB, EVM=99.725%, Status=0
[seq_id=277] agent_inference: LNA=1, Filter=0, Mixer=-0.258dBm, IFAmp=2.122dB, EVM=99.564%, Status=0
[seq_id=278] agent_inference: LNA=1, Filter=0, Mixer=0.120dBm, IFAmp=2.076dB, EVM=99.453%, Status=0
[seq_id=279] agent_inference: LNA=1, Filter=0, Mixer=0.725dBm, IFAmp=2.584dB, EVM=99.132%, Status=0
[seq_id=280] agent_inference: LNA=1, Filter=0, Mixer=1.176dBm, IFAmp=2.583dB, EVM=98.899%, Status=0
[seq_id=281] agent_inference: LNA=1, Filter=0, Mixer=-2.105dBm, IFAmp=9.890dB, EVM=99.827%, Status=0
[seq_id=282] agent_inference: LNA=1, Filter=0, Mixer=-2.124dBm, IFAmp=9.846dB, EVM=99.784%, Status=0
[seq_id=283] agent_inference: LNA=1, Filter=0, Mixer=-2.154dBm, IFAmp=10.619dB, EVM=99.656%, Status=0
[seq_id=284] agent_inference: LNA=1, Filter=0, Mixer=-2.162dBm, IFAmp=10.524dB, EVM=99.569%, Status=0
[seq_id=285] agent_inference: LNA=1, Filter=0, Mixer=-1.915dBm, IFAmp=10.957dB, EVM=99.314%, Status=0
[seq_id=286] agent_inference: LNA=1, Filter=0, Mixer=-1.941dBm, IFAmp=10.814dB, EVM=99.141%, Status=0
[seq_id=287] agent_inference: LNA=1, Filter=0, Mixer=-0.952dBm, IFAmp=10.448dB, EVM=98.636%, Status=0
[seq_id=288] agent_inference: LNA=1, Filter=0, Mixer=-0.803dBm, IFAmp=10.182dB, EVM=98.286%, Status=0
[seq_id=289] agent_inference: LNA=1, Filter=0, Mixer=1.694dBm, IFAmp=8.767dB, EVM=97.265%, Status=0
[seq_id=290] agent_inference: LNA=1, Filter=0, Mixer=2.172dBm, IFAmp=8.309dB, EVM=96.554%, Status=0
[seq_id=291] agent_inference: LNA=1, Filter=0, Mixer=4.905dBm, IFAmp=7.086dB, EVM=94.576%, Status=0
[seq_id=292] agent_inference: LNA=1, Filter=0, Mixer=5.241dBm, IFAmp=6.729dB, EVM=93.150%, Status=0
[seq_id=293] agent_inference: LNA=1, Filter=0, Mixer=6.335dBm, IFAmp=6.422dB, EVM=89.214%, Status=0
[seq_id=294] agent_inference: LNA=1, Filter=0, Mixer=6.795dBm, IFAmp=5.990dB, EVM=86.299%, Status=0
[seq_id=295] agent_inference: LNA=1, Filter=0, Mixer=-2.522dBm, IFAmp=5.926dB, EVM=98.284%, Status=0
[seq_id=296] agent_inference: LNA=1, Filter=0, Mixer=-3.054dBm, IFAmp=6.344dB, EVM=97.282%, Status=0
[seq_id=297] agent_inference: LNA=1, Filter=0, Mixer=-3.168dBm, IFAmp=6.206dB, EVM=96.565%, Status=0
[seq_id=298] agent_inference: LNA=1, Filter=0, Mixer=-3.508dBm, IFAmp=6.671dB, EVM=94.585%, Status=0
[seq_id=299] agent_inference: LNA=1, Filter=0, Mixer=-3.533dBm, IFAmp=6.324dB, EVM=93.187%, Status=0
[seq_id=300] agent_inference: LNA=1, Filter=0, Mixer=-3.297dBm, IFAmp=6.088dB, EVM=89.254%, Status=0
[seq_id=301] agent_inference: LNA=1, Filter=0, Mixer=-1.202dBm, IFAmp=5.055dB, EVM=99.956%, Status=0
[seq_id=302] agent_inference: LNA=1, Filter=0, Mixer=-1.423dBm, IFAmp=5.725dB, EVM=99.928%, Status=0
[seq_id=303] agent_inference: LNA=1, Filter=0, Mixer=-1.511dBm, IFAmp=5.879dB, EVM=99.910%, Status=0
[seq_id=304] agent_inference: LNA=1, Filter=0, Mixer=-1.851dBm, IFAmp=6.657dB, EVM=99.856%, Status=0
[seq_id=305] agent_inference: LNA=1, Filter=0, Mixer=-1.930dBm, IFAmp=6.604dB, EVM=99.821%, Status=0
[seq_id=306] agent_inference: LNA=1, Filter=0, Mixer=-2.235dBm, IFAmp=7.368dB, EVM=99.709%, Status=0
[seq_id=307] agent_inference: LNA=1, Filter=0, Mixer=-2.301dBm, IFAmp=7.546dB, EVM=99.634%, Status=0
[seq_id=308] agent_inference: LNA=1, Filter=0, Mixer=-2.502dBm, IFAmp=8.199dB, EVM=99.426%, Status=0
[seq_id=309] agent_inference: LNA=1, Filter=0, Mixer=-2.746dBm, IFAmp=8.126dB, EVM=99.274%, Status=0
[seq_id=310] agent_inference: LNA=1, Filter=0, Mixer=-3.219dBm, IFAmp=8.802dB, EVM=98.856%, Status=0
[seq_id=311] agent_inference: LNA=1, Filter=0, Mixer=-3.407dBm, IFAmp=8.749dB, EVM=98.585%, Status=0
[seq_id=312] agent_inference: LNA=1, Filter=0, Mixer=-3.502dBm, IFAmp=9.328dB, EVM=97.708%, Status=0
[seq_id=313] agent_inference: LNA=1, Filter=0, Mixer=-3.610dBm, IFAmp=9.117dB, EVM=97.177%, Status=0
[seq_id=314] agent_inference: LNA=1, Filter=0, Mixer=-2.938dBm, IFAmp=9.042dB, EVM=95.440%, Status=0
[seq_id=315] agent_inference: LNA=1, Filter=0, Mixer=-2.672dBm, IFAmp=8.682dB, EVM=94.282%, Status=0
[seq_id=316] agent_inference: LNA=1, Filter=0, Mixer=-0.787dBm, IFAmp=4.049dB, EVM=99.290%, Status=0
[seq_id=317] agent_inference: LNA=1, Filter=0, Mixer=-0.524dBm, IFAmp=4.189dB, EVM=98.852%, Status=0
[seq_id=318] agent_inference: LNA=1, Filter=0, Mixer=-0.288dBm, IFAmp=4.123dB, EVM=98.581%, Status=0
[seq_id=319] agent_inference: LNA=1, Filter=0, Mixer=-0.714dBm, IFAmp=4.084dB, EVM=97.741%, Status=0
[seq_id=320] agent_inference: LNA=1, Filter=0, Mixer=-0.710dBm, IFAmp=3.920dB, EVM=97.093%, Status=0
[seq_id=321] agent_inference: LNA=1, Filter=0, Mixer=-1.209dBm, IFAmp=11.493dB, EVM=99.542%, Status=0
[seq_id=322] agent_inference: LNA=1, Filter=0, Mixer=-0.839dBm, IFAmp=11.159dB, EVM=99.423%, Status=0
[seq_id=323] agent_inference: LNA=1, Filter=0, Mixer=1.968dBm, IFAmp=10.082dB, EVM=99.082%, Status=0
[seq_id=324] agent_inference: LNA=1, Filter=0, Mixer=2.624dBm, IFAmp=9.677dB, EVM=98.853%, Status=0
[seq_id=325] agent_inference: LNA=1, Filter=0, Mixer=4.718dBm, IFAmp=8.987dB, EVM=98.190%, Status=0
[seq_id=326] agent_inference: LNA=1, Filter=0, Mixer=4.899dBm, IFAmp=8.708dB, EVM=97.725%, Status=0
[seq_id=327] agent_inference: LNA=1, Filter=0, Mixer=5.322dBm, IFAmp=8.983dB, EVM=96.376%, Status=0
[seq_id=328] agent_inference: LNA=1, Filter=0, Mixer=5.396dBm, IFAmp=8.857dB, EVM=95.444%, Status=0
[seq_id=329] agent_inference: LNA=1, Filter=0, Mixer=4.892dBm, IFAmp=9.983dB, EVM=92.768%, Status=0
[seq_id=330] agent_inference: LNA=1, Filter=0, Mixer=5.249dBm, IFAmp=9.973dB, EVM=90.911%, Status=0
[seq_id=331] agent_inference: LNA=1, Filter=0, Mixer=-1.408dBm, IFAmp=5.325dB, EVM=99.544%, Status=0
[seq_id=332] agent_inference: LNA=1, Filter=0, Mixer=-1.394dBm, IFAmp=5.304dB, EVM=99.425%, Status=0
[seq_id=333] agent_inference: LNA=1, Filter=0, Mixer=-1.722dBm, IFAmp=5.804dB, EVM=99.086%, Status=0
[seq_id=334] agent_inference: LNA=1, Filter=0, Mixer=-1.678dBm, IFAmp=5.531dB, EVM=98.852%, Status=0
[seq_id=335] agent_inference: LNA=1, Filter=0, Mixer=-2.522dBm, IFAmp=5.859dB, EVM=98.183%, Status=0
[seq_id=336] agent_inference: LNA=1, Filter=0, Mixer=-2.451dBm, IFAmp=5.575dB, EVM=97.730%, Status=0
[seq_id=337] agent_inference: LNA=1, Filter=0, Mixer=-0.383dBm, IFAmp=1.522dB, EVM=99.710%, Status=0
[seq_id=338] agent_inference: LNA=1, Filter=0, Mixer=0.163dBm, IFAmp=1.787dB, EVM=99.543%, Status=0
[seq_id=339] agent_inference: LNA=1, Filter=0, Mixer=0.585dBm, IFAmp=1.732dB, EVM=99.423%, Status=0
[seq_id=340] agent_inference: LNA=1, Filter=0, Mixer=1.182dBm, IFAmp=2.084dB, EVM=99.089%, Status=0
[seq_id=341] agent_inference: LNA=1, Filter=0, Mixer=-1.796dBm, IFAmp=8.165dB, EVM=99.886%, Status=0
[seq_id=342] agent_inference: LNA=1, Filter=0, Mixer=-2.065dBm, IFAmp=9.147dB, EVM=99.821%, Status=0
[seq_id=343] agent_inference: LNA=1, Filter=0, Mixer=-2.115dBm, IFAmp=9.150dB, EVM=99.775%, Status=0
[seq_id=344] agent_inference: LNA=1, Filter=0, Mixer=-2.115dBm, IFAmp=9.946dB, EVM=99.641%, Status=0
[seq_id=345] agent_inference: LNA=1, Filter=0, Mixer=-2.202dBm, IFAmp=9.834dB, EVM=99.551%, Status=0
[seq_id=346] agent_inference: LNA=1, Filter=0, Mixer=-2.290dBm, IFAmp=10.427dB, EVM=99.285%, Status=0
[seq_id=347] agent_inference: LNA=1, Filter=0, Mixer=-2.355dBm, IFAmp=10.326dB, EVM=99.101%, Status=0
[seq_id=348] agent_inference: LNA=1, Filter=0, Mixer=-1.713dBm, IFAmp=10.471dB, EVM=98.571%, Status=0
[seq_id=349] agent_inference: LNA=1, Filter=0, Mixer=-1.656dBm, IFAmp=10.241dB, EVM=98.205%, Status=0
[seq_id=350] agent_inference: LNA=1, Filter=0, Mixer=-0.197dBm, IFAmp=9.356dB, EVM=97.158%, Status=0
[seq_id=351] agent_inference: LNA=1, Filter=0, Mixer=0.103dBm, IFAmp=8.836dB, EVM=96.412%, Status=0
[seq_id=352] agent_inference: LNA=1, Filter=0, Mixer=3.673dBm, IFAmp=7.062dB, EVM=94.312%, Status=0
[seq_id=353] agent_inference: LNA=1, Filter=0, Mixer=4.117dBm, IFAmp=6.642dB, EVM=92.817%, Status=0
[seq_id=354] agent_inference: LNA=1, Filter=0, Mixer=6.111dBm, IFAmp=5.863dB, EVM=88.620%, Status=0
[seq_id=355] agent_inference: LNA=1, Filter=0, Mixer=6.665dBm, IFAmp=5.369dB, EVM=85.714%, Status=0
[seq_id=356] agent_inference: LNA=1, Filter=0, Mixer=7.480dBm, IFAmp=6.564dB, EVM=77.531%, Status=0
[seq_id=357] agent_inference: LNA=1, Filter=0, Mixer=7.138dBm, IFAmp=8.480dB, EVM=71.544%, Status=0
[seq_id=358] agent_inference: LNA=1, Filter=0, Mixer=-2.799dBm, IFAmp=5.311dB, EVM=96.421%, Status=0
[seq_id=359] agent_inference: LNA=1, Filter=0, Mixer=-3.317dBm, IFAmp=5.801dB, EVM=94.302%, Status=0
[seq_id=360] agent_inference: LNA=1, Filter=0, Mixer=-3.298dBm, IFAmp=5.426dB, EVM=92.923%, Status=0
[seq_id=361] agent_inference: LNA=1, Filter=0, Mixer=-1.200dBm, IFAmp=4.731dB, EVM=99.965%, Status=0
[seq_id=362] agent_inference: LNA=1, Filter=0, Mixer=-1.232dBm, IFAmp=4.632dB, EVM=99.957%, Status=0
[seq_id=363] agent_inference: LNA=1, Filter=0, Mixer=-1.260dBm, IFAmp=4.905dB, EVM=99.932%, Status=0
[seq_id=364] agent_inference: LNA=1, Filter=0, Mixer=-1.325dBm, IFAmp=4.832dB, EVM=99.913%, Status=0
[seq_id=365] agent_inference: LNA=1, Filter=0, Mixer=-1.627dBm, IFAmp=5.729dB, EVM=99.864%, Status=0
[seq_id=366] agent_inference: LNA=1, Filter=0, Mixer=-1.702dBm, IFAmp=5.763dB, EVM=99.827%, Status=0
[seq_id=367] agent_inference: LNA=1, Filter=0, Mixer=-2.039dBm, IFAmp=6.630dB, EVM=99.724%, Status=0
[seq_id=368] agent_inference: LNA=1, Filter=0, Mixer=-2.116dBm, IFAmp=6.597dB, EVM=99.657%, Status=0
[seq_id=369] agent_inference: LNA=1, Filter=0, Mixer=-2.400dBm, IFAmp=7.276dB, EVM=99.452%, Status=0
[seq_id=370] agent_inference: LNA=1, Filter=0, Mixer=-2.469dBm, IFAmp=7.304dB, EVM=99.314%, Status=0
[seq_id=371] agent_inference: LNA=1, Filter=0, Mixer=-3.117dBm, IFAmp=7.930dB, EVM=98.945%, Status=0
[seq_id=372] agent_inference: LNA=1, Filter=0, Mixer=-3.354dBm, IFAmp=7.867dB, EVM=98.631%, Status=0
[seq_id=373] agent_inference: LNA=1, Filter=0, Mixer=-3.760dBm, IFAmp=8.511dB, EVM=97.813%, Status=0
[seq_id=374] agent_inference: LNA=1, Filter=0, Mixer=-3.907dBm, IFAmp=8.334dB, EVM=97.221%, Status=0
[seq_id=375] agent_inference: LNA=1, Filter=0, Mixer=-3.667dBm, IFAmp=8.556dB, EVM=95.653%, Status=0
[seq_id=376] agent_inference: LNA=1, Filter=0, Mixer=-3.545dBm, IFAmp=8.197dB, EVM=94.546%, Status=0
[seq_id=377] agent_inference: LNA=1, Filter=0, Mixer=-2.357dBm, IFAmp=7.825dB, EVM=91.585%, Status=0
[seq_id=378] agent_inference: LNA=1, Filter=0, Mixer=-1.931dBm, IFAmp=7.162dB, EVM=89.171%, Status=0
[seq_id=379] agent_inference: LNA=1, Filter=0, Mixer=0.084dBm, IFAmp=3.550dB, EVM=98.595%, Status=0
[seq_id=380] agent_inference: LNA=1, Filter=0, Mixer=0.166dBm, IFAmp=3.661dB, EVM=97.822%, Status=0
[seq_id=381] agent_inference: LNA=1, Filter=0, Mixer=-2.277dBm, IFAmp=11.259dB, EVM=99.724%, Status=0
[seq_id=382] agent_inference: LNA=1, Filter=0, Mixer=-1.905dBm, IFAmp=11.430dB, EVM=99.566%, Status=0
[seq_id=383] agent_inference: LNA=1, Filter=0, Mixer=-1.761dBm, IFAmp=11.223dB, EVM=99.454%, Status=0
[seq_id=384] agent_inference: LNA=1, Filter=0, Mixer=-0.355dBm, IFAmp=10.593dB, EVM=99.129%, Status=0
[seq_id=385] agent_inference: LNA=1, Filter=0, Mixer=-0.030dBm, IFAmp=10.222dB, EVM=98.898%, Status=0
[seq_id=386] agent_inference: LNA=1, Filter=0, Mixer=3.051dBm, IFAmp=9.066dB, EVM=98.265%, Status=0
[seq_id=387] agent_inference: LNA=1, Filter=0, Mixer=3.386dBm, IFAmp=8.720dB, EVM=97.802%, Status=0
[seq_id=388] agent_inference: LNA=1, Filter=0, Mixer=5.199dBm, IFAmp=7.932dB, EVM=96.522%, Status=0
[seq_id=389] agent_inference: LNA=1, Filter=0, Mixer=5.370dBm, IFAmp=7.677dB, EVM=95.601%, Status=0
[seq_id=390] agent_inference: LNA=1, Filter=0, Mixer=5.590dBm, IFAmp=8.240dB, EVM=93.122%, Status=0
[seq_id=391] agent_inference: LNA=1, Filter=0, Mixer=-0.796dBm, IFAmp=4.390dB, EVM=99.724%, Status=0
[seq_id=392] agent_inference: LNA=1, Filter=0, Mixer=-0.976dBm, IFAmp=4.777dB, EVM=99.563%, Status=0
[seq_id=393] agent_inference: LNA=1, Filter=0, Mixer=-0.979dBm, IFAmp=4.731dB, EVM=99.449%, Status=0
[seq_id=394] agent_inference: LNA=1, Filter=0, Mixer=-1.205dBm, IFAmp=5.029dB, EVM=99.136%, Status=0
[seq_id=395] agent_inference: LNA=1, Filter=0, Mixer=-1.142dBm, IFAmp=4.762dB, EVM=98.903%, Status=0
[seq_id=396] agent_inference: LNA=1, Filter=0, Mixer=-1.686dBm, IFAmp=5.094dB, EVM=98.280%, Status=0
[seq_id=397] agent_inference: LNA=1, Filter=0, Mixer=-1.771dBm, IFAmp=4.880dB, EVM=97.813%, Status=0
[seq_id=398] agent_inference: LNA=1, Filter=0, Mixer=-2.413dBm, IFAmp=5.044dB, EVM=96.557%, Status=0
[seq_id=399] agent_inference: LNA=1, Filter=0, Mixer=-2.559dBm, IFAmp=4.718dB, EVM=95.642%, Status=0
[seq_id=400] agent_inference: LNA=1, Filter=0, Mixer=0.992dBm, IFAmp=1.246dB, EVM=99.446%, Status=0
[seq_id=401] agent_inference: LNA=1, Filter=0, Mixer=-1.500dBm, IFAmp=7.129dB, EVM=99.914%, Status=0
[seq_id=402] agent_inference: LNA=1, Filter=0, Mixer=-1.484dBm, IFAmp=7.107dB, EVM=99.891%, Status=0
[seq_id=403] agent_inference: LNA=1, Filter=0, Mixer=-1.894dBm, IFAmp=8.082dB, EVM=99.828%, Status=0
[seq_id=404] agent_inference: LNA=1, Filter=0, Mixer=-1.940dBm, IFAmp=8.053dB, EVM=99.784%, Status=0
[seq_id=405] agent_inference: LNA=1, Filter=0, Mixer=-2.093dBm, IFAmp=8.969dB, EVM=99.658%, Status=0
[seq_id=406] agent_inference: LNA=1, Filter=0, Mixer=-2.130dBm, IFAmp=8.890dB, EVM=99.567%, Status=0
[seq_id=407] agent_inference: LNA=1, Filter=0, Mixer=-2.455dBm, IFAmp=9.603dB, EVM=99.316%, Status=0
[seq_id=408] agent_inference: LNA=1, Filter=0, Mixer=-2.577dBm, IFAmp=9.472dB, EVM=99.139%, Status=0
[seq_id=409] agent_inference: LNA=1, Filter=0, Mixer=-2.625dBm, IFAmp=9.919dB, EVM=98.634%, Status=0
[seq_id=410] agent_inference: LNA=1, Filter=0, Mixer=-2.668dBm, IFAmp=9.784dB, EVM=98.285%, Status=0
[seq_id=411] agent_inference: LNA=1, Filter=0, Mixer=-1.781dBm, IFAmp=9.861dB, EVM=97.269%, Status=0
[seq_id=412] agent_inference: LNA=1, Filter=0, Mixer=-1.686dBm, IFAmp=9.579dB, EVM=96.608%, Status=0
[seq_id=413] agent_inference: LNA=1, Filter=0, Mixer=0.505dBm, IFAmp=8.038dB, EVM=94.546%, Status=0
[seq_id=414] agent_inference: LNA=1, Filter=0, Mixer=1.123dBm, IFAmp=7.506dB, EVM=93.152%, Status=0
[seq_id=415] agent_inference: LNA=1, Filter=0, Mixer=4.712dBm, IFAmp=5.780dB, EVM=89.184%, Status=0
[seq_id=416] agent_inference: LNA=1, Filter=0, Mixer=5.437dBm, IFAmp=5.146dB, EVM=86.296%, Status=0
[seq_id=417] agent_inference: LNA=1, Filter=0, Mixer=7.399dBm, IFAmp=4.579dB, EVM=78.458%, Status=0
[seq_id=418] agent_inference: LNA=1, Filter=0, Mixer=7.218dBm, IFAmp=5.191dB, EVM=73.052%, Status=0
[seq_id=419] agent_inference: LNA=1, Filter=0, Mixer=7.430dBm, IFAmp=12.238dB, EVM=57.415%, Status=0
[seq_id=420] agent_inference: LNA=1, Filter=0, Mixer=10.332dBm, IFAmp=12.037dB, EVM=48.734%, Status=0
[seq_id=421] agent_inference: LNA=1, Filter=0, Mixer=-1.554dBm, IFAmp=4.538dB, EVM=99.977%, Status=0
[seq_id=422] agent_inference: LNA=1, Filter=0, Mixer=-1.390dBm, IFAmp=4.627dB, EVM=99.964%, Status=0
[seq_id=423] agent_inference: LNA=1, Filter=0, Mixer=-1.389dBm, IFAmp=4.465dB, EVM=99.954%, Status=0
[seq_id=424] agent_inference: LNA=1, Filter=0, Mixer=-1.274dBm, IFAmp=4.524dB, EVM=99.928%, Status=0
[seq_id=425] agent_inference: LNA=1, Filter=0, Mixer=-1.323dBm, IFAmp=4.503dB, EVM=99.909%, Status=0
